pi,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m
0.25,0.55,0.0482436890777308,0.2281474631342174,0.7236088477880535,0.0069041908133613,0.0190054005268951,0.019943487952138,0.2673139215196186,0.0579542890059283,0.5854132716820801
0.25,0.6,0.0462231942014499,0.2062269432641841,0.7475498625343663,0.0066761082896045,0.0193160680232553,0.0202247391974803,0.3350959760059979,0.058856875243991,0.6213247938015494
0.25,0.65,0.0446910772306926,0.1826088477880523,0.7727000749812523,0.0065632722680294,0.0166413704873451,0.0174504161123562,0.4074823794051476,0.0507331570870464,0.6590501124718784
0.25,0.7,0.0430407398150465,0.1641412146963252,0.7928180454886267,0.006484372741641,0.0189953890042858,0.0199507614962169,0.4645356160959762,0.0579415395047885,0.68922706823294
0.25,0.75,0.0410767308172958,0.1364386403399146,0.8224846288427903,0.0062650108467402,0.0178491959637084,0.0187494753571522,0.5496073481629611,0.0544478672845691,0.7337269432641853
0.25,0.8,0.0396488377905527,0.1044063984004008,0.8559447638090509,0.0061446240140411,0.0160444631898432,0.0174024624177284,0.6471319670082492,0.0494913887974148,0.7839171457135765
0.25,0.85,0.0384018995251189,0.0864953761559616,0.8751027243189192,0.006052927918859,0.0173380085683079,0.0185325442148731,0.7021119720069959,0.053208561351489,0.8126540864783789
0.25,0.9,0.0367240689827545,0.0552534366408397,0.9080224943764046,0.0059536411580846,0.0130120042196252,0.0142435597333157,0.7975156210947251,0.0402675681725662,0.8620337415646069
0.25,0.95,0.0354561359660089,0.0261739565108728,0.9383699075231238,0.0058452662869631,0.0078080875742468,0.0098067902096683,0.8860219945013781,0.025422965358162,0.9075548612846857
0.3,0.05,0.0605773556610847,0.3675558610347424,0.5718667833041737,0.007513426455734,0.0154490919236272,0.0158129535152444,-0.1632449387653112,0.0467111373624989,0.3578001749562606
0.3,0.1,0.0591162209447638,0.3591844538865292,0.5816993251687088,0.0073657477091719,0.0168681791624921,0.0174848883909646,-0.1366695826043495,0.0512212467159488,0.3725489877530632
0.3,0.15,0.0575943514121472,0.3519970007498144,0.59040864783804,0.0072149953628175,0.0167298084568308,0.0173037341402426,-0.1135853536615888,0.0507633510539043,0.38561297175706
0.3,0.2,0.0562536865783554,0.3475978505373668,0.5961484628842801,0.0072818182503233,0.0160995181722515,0.0163361853950573,-0.0990472381904535,0.0485352217395603,0.3942226943264202
0.3,0.25,0.0543881529617597,0.3327495626093479,0.6128622844288958,0.007123134816399,0.0173319579226825,0.01774221743977,-0.0526368407898,0.0524061332851351,0.4192934266433437
